NEES@UCSB Data Request on 2012-11-06 15:16:54.747611

NOTE: miniseed files are never calibrated

Earthquake::,
Evid:,Time:,Mag:,Dist.(m):,Depth(m):
11001205,09-01-2011 13:47:07,4.24,26423,7300
